kata_imbuhan,kata_dasar
berharga, harga
beberan, beber
bergolak-golak, golak
berpateram, pateram
berkutub, kutub
berunjuk, unjuk
berembus, embus
berkedok, kedok
bertahun-tahun, tahun
bersenggol, senggol
bertafakur, tafakur
berperdu, perdu
beranggar, anggar
berulos, ulos
bersenggau-senggau, senggau
bersarang-sarang, sarang
berpentingan, ting
berdestar, destar
bertenun, tenun
bertunas, tunas
berderus-derus, derus
bilang-bilang, bilang
berenangan, renang
berjendela, jendela
bercekikikan, cekikik
bertimpuh, timpuh
berputrakan, putra
bertelimpuh, telimpuh
berkelamin, kelamin
bergerocok, gerocok
berkecai, kecai
bicaranya, bicara
berkelam, kelam
basahan, basah
bercekah, cekah
bercalar, calar
berpolimer, polimer
bersahutan, sahut
bergantian, ganti
berkapitulasi, kapitulasi
berpijar, pijar
berapi, rap
bersosoh, sosoh
berpalu, palu
bercotok, cotok
berpacar-pacaran, pacar
berpepat, pepat
berlangsung, langsung
bubaran, bubar
bertele-tele, tele
bersaku, saku
berlapak, lapak
bertegak, tegak
berkeras, keras
berselawat, selawat
berkedut, kedut
bercoreng, coreng
bercemburu, cemburu
berdengu, dengu
berdiameter, diameter
berbait, bait
berlanggar, langgar
bersendu, sendu
berpacu, pacu
bersimpang, simpang
berutas, utas
berpadu-padu, padu
bertampal, tampal
beremosi, ros
beratap, atap
bergaduk, gaduk
berbisnis, bisnis
berkedudukan, keduduk
bersegera, segera
berbalas, balas
buronan, buron
berlumuran, lumur
bercari-cari, cari
berkapar, kapar
berstrata, strata
bersenang, senang
berfusi, fusi
berumput, umput
berinvestasi, investasi
bertekak, tekak
bermadah, madah
berdembun-dembun, dembun
berleluasa, leluasa
bambungan, bambung
berunggun-unggun, unggun
berdekah-dekah, dekah
berpikir-pikir, pikir
berakreditasi, akreditasi
betulan, betul
bergelimang, gelimang
berlembaga, lembaga
berjelapakan, jelapak
berstempel, stempel
bergelora, gelora
berkuala, kuala
berhemat, hemat
berekskursi, ekskursi
berdemokrasi, demokrasi
bersemangat, semangat
berebut-rebutan, rebut
berbongkah, bong
berpiuh-piuh, piuh
bersapaan, sapa
berlelucon, lelucon
bertukar-tukar, tukar
bermurah, murah
bobokan, bobok
beruniform, uniform
berumah, rumah
bermalam-malam, malam
bertaraf, taraf
bertingkrang, tingkrang
bertenggang-tenggangan, tenggang
berfrekuensi, frekuensi
berluyutan, luyut
berkecek-kecek, kecek
bergelembur, gelembur
berkebyaran, kebyar
berdamar, damar
bersilih, silih
berihat, rihat
berdaun, daun
borangan, borang
berhadap-hadapan, hadap
bertimpa-timpa, timpa
bertonjol-tonjol, tonjol
bersemuka, muka
bersengkeling, sengkeling
bergelantungan, gantung
bersikeras, sikeras
bersembunyi-sembunyi, sembunyi
bertenang-tenang, tenang
berkomunikasi, komunikasi
bermanjau, manjau
berburu, buru
besaran, besar
berkemauan, mau
bersimbang, simbang
berkesesuaian, suai
berkejut, kejut
berkeletah, keletah
berkerat, kerat
berpropaganda, propaganda
berjuntai, junta
berkelakar, kelakar
berpaya, paya
berbenggil-benggil, benggil
bermutu, mutu
beromong-omong, omong
bandingan, banding
bertahap, tahap
bungkalan, bungkal
buatan, buat
berbecak-becakan, becak
berakad, akad
berdadung, dadung
buntingan, bunting
bikinan, bikin
bercelur, celur
berseketiduran, tidur
berpotret, potret
bolehlah, boleh
berdialog, dialog
berkemah, kemah
berderuk, deruk
bercangap, cangap
berumun, umun
bersutan-sutan, sutan
buraan, bura
bertangga, tangga
bersyarat, syarat
bercambang, cambang
bersiku, siku
berkeriapan, riap
bersentana, sentana
berkicau, kicau
benaknya, benak
betul-betul, betul
bohong-bohongan, bohong
berkarang, karang
bukannya, bukan
berbangkit, bangkit
bermisai, misa
bersambut-sambutan, sambut
berkaitan, kait
bersimpan, simpan
benar-benar, benar
bertenjet, tenjet
berselindung, selindung
berkeladak, keladak
beringisan, ringis
bersendengan, sendeng
bertiras-tiras, tiras
berpentol, pentol
berkelocak, kelocak
berimpikan, rimpi
berselang-selang, selang
biologisme, biolog
baluian, balui
berlapur, lapur
berlinang-linang, linang
batasnya, batas
bidikan, bidik
berinfiltrasi, infiltrasi
bercari-carian, cari
berawai, awa
berpecah, pecah
berapung, apung
botolnya, botol
bermotif, motif
berkusik, kusik
berulas, ulas
bergeser, geser
berlangganan, langgan
berambin, ambin
bertualangan, tualang
berjasa, jasa
berjempalitan, jempalit
beringgit-ringgit, ringgit
berbilangan, bilang
berpengaruh, pengaruh
berpegang, pegang
berhasrat, hasrat
berkecil-kecil, kecil
bermoncong, moncong
baginya, bagi
berkafeina, kafeina
berkeramba, keramba
bersendiri, sendiri
bertaman, taman
bertolak-tolak, tolak
bedengan, bedeng
berartikulasi, artikulasi
bermatra, matra
berkredibilitas, kredibilitas
berdengut, dengut
bercacat, cacat
berjalan-jalan, jalan
bertumbuk, tumbuk
berserak, serak
berpori, pori
bersastra, sastra
bersuku-suku, suku
bertakdir, takdir
bersumpah, sumpah
bergembira, gembira
beraliran, alir
berkembur, kembur
berkalsium, kalsium
berdangkung, dangkung
balikan, balik
berpindah, pindah
berbaur, baur
bermanis, man
berkial, kial
berpulun-pulun, pulun
berdompol, dompol
berkejutan, kejut
berjual, jual
bersambaran, sambar
biar-biar, biar
bersepah, sepah
bersaluk, saluk
beragak-agak, agak
berjamrah, jamrah
bercacah, cacah
bercuki, cuk
berdalam-dalam, dalam
bersama-sama, sama
berlusin, lusin
bertopangkan, topang
buncitan, buncit
berijazah, ijazah
berhuni, hun
berunyai-unyai, unyai
berhablur, hablur
berleher, leher
berberaian, rai
berpihak-pihak, pihak
berpumpun, pumpun
bergula, gula
berbugil, bugil
berjulai-julai, julai
bersapa, sapa
berhikmah, hikmah
bidasan, bidas
berkericauan, ricau
buangannya, buang
berjadwal, jadwal
berpeluk, peluk
bergelundung, gelundung
bingkainya, bingkai
biang-biang, biang
berkumpai, kumpai
beralun, alun
berpermata, permata
berkundang, kundang
berjawat, jawat
berdetusan, detus
berniaga, niaga
bersetungging, tungging
bentaknya, bentak
beranggah, ranggah
berbangga, bangga
berteguh-teguh, teguh
bergandengan, gandeng
beradaptasi, adaptasi
berabjad, abjad
berisyarat, isyarat
berhonor, honor
bordiran, bordir
berakal, akal
bulakan, bulak
berkuteks, kuteks
bancakan, bancak
bersela, sela
biasan, bias
buatlah, buat
belandongan, bandongan
berlekuk-lekuk, lekuk
bergunung-gunung, gunung
bergumam, gumam
bersempena, sempena
bermesin, mesin
beracara, acara
bulatan, bulat
bertempat, tempat
bertamu, tamu
bahayanya, bahaya
berjalan, jalan
buah-buahan, buah
berjejal-jejal, jejal
berlimpahan, limpah
bundaku, bunda
berlonggok-longgok, longgok
bertumis, tum
berpusu, pusu
berhamba, hamba
berpatungan, patungan
bertindihan, tindih
bertubi-tubi, tubi
berburai, bura
becermin, cermin
berhuma, huma
berdahak, dahak
bertapak, tapak
berima, rima
berdua-dua, dua
bersiasat, siasat
bergengsi, gengsi
berlekas-lekasan, lekas
bertarap, tarap
berebutan, rebut
berjengkeng, jengkeng
bersalat, salat
berdesain, desain
barapan, barap
berpanas-panas, panas
bersibak, sibak
berkelimkan, kelim
bawaan, bawa
bibinya, bibi
berkelembapan, lembap
berkecondongan, condong
berper, per
berlajur, lajur
bersemburan, sembur
berloncat-loncatan, loncat
berpukas, pukas
berbaik-baikan, baik
berkelabang, kelabang
berganjur, ganjur
berkelana, kelana
berpintu, pintu
berhadapan, hadap
bersinergi, sinergi
berangkap, rangkap
berkeruyuk, keruyuk
bertumpuk-tumpuk, tumpuk
berpretensi, pretensi
bedilnya, bedil
berkinte, kinte
bergelantung, gelantung
bergamit, gamit
berkorban, korban
bermufakat, mufakat
berbayang-bayang, bayang
berjumpalit, jumpalit
berpilin, pilin
berbonggol, bonggol
berdukun, dukun
berambut, rambut
bersesah, sesah
berpenunggang, tunggang
berparasut, parasut
bermodal, modal
bergeliat, geliat
bertato, tato
beraspal, aspal
berpegangan, gang
berkupak, kupak
berencel-encel, encel
baceman, bacem
berilmu, beril
balai-balai, balai
berbantah, ban
bersabuk, sabuk
berjajar, jajar
berlenggek, lenggek
berladang, ladang
bersambatan, sambat
berkecap, kecap
beragi, ragi
berbutir-butir, butir
berotan, rotan
berlindak-lindak, lindak
bersoal, soal
bertahar, tahar
berkantong, kantong
berkumis, kumis
berkotak-kotak, kotak
bersyubhat, syubhat
berkendur-kendur, kendur
bersuluh, suluh
berlimau, limau
berlangkas, langkas
berluka, luka
bergelugut, gelugut
berjelaga, jelaga
berderma, derma
bergancu, gancu
berawas, awas
berkiblat, kiblat
bermahkota, mahkota
bercukai, cuka
berderum, derum
berkepak-kepak, kepak
bereproduksi, reproduksi
berasa, asa
berukir, ukir
berpesta-pesta, pesta
berketuk, ketuk
bergembung, gembung
borongan, borong
berkuliah, kuliah
berkeromok, romok
bergundu, gundu
bercadang, cadang
berapologi, apologi
berkompromi, kompromi
bersitan, sit
buangan, buang
berkampaian, kampai
berbentuk, bentuk
berkaing-kaing, kaing
berbisik, bisik
berengsel, engsel
beronggok, onggok
berbencah-bencah, bencah
bilangan, bilang
berjantan, jantan
bermuka, muka
berkerucut, kerucut
berpandang-pandangan, pandang
berbentrokan, bentrok
berpaku, paku
berkorong, korong
bungsunya, bungsu
buronannya, buron
bersaf-saf, saf
berjerabai, jerabai
berunggut-unggut, unggut
berjibun, jibun
bersekresi, sekresi
berjalin, jalin
berlimpit-limpit, limpit
berbuah, buah
berputar-putar, putar
bermaulidurasul, maulidurasul
berfokus, fokus
bentukan, bentuk
berenggilan, berenggil
bertimbang, timbang
bersokom, sokom
bertembolok, tembolok
bersemboyan, semboyan
bacalah, baca
berwiraswasta, wiraswasta
bergulut, gulut
berantukan, antuk
bergagau-gagau, gagau
berlaga, laga
berlogam, logam
bakaran, bakar
bersosialisasi, sosial
berkelompok, kelompok
bakarnya, bakar
berhiaskan, hias
berdembun, dembun
bertentangan, tentang
bergilir, gilir
berkicut, kicut
berfungi, fungi
berencana, rencana
berkongsi, kongsi
bermuluk-muluk, muluk
berawalan, awal
bercakak, cakak
berpencaharian, cahari
bunganya, bunga
berpaut, paut
bertinjau-tinjauan, tinjau
batung-batung, batung
berlambak, lambak
berkembang, kembang
bagian, bagi
berpinggirkan, pinggir
berjegal-jegalan, jegal
berkukuh, kukuh
bersangkut, sangkut
berlapih, lapih
berdekut, dekut
berpetak-petak, petak
berjenis, jenis
bertayamum, tayamum
betisnya, betis
berjilid-jilid, jilid
bunga-bungaan, bunga
berkenalan, nal
berbatuan, batu
berdakwa, dakwa
berempulur, empulur
berbimbingan, bimbing
berdepan-depan, depan
berguru, guru
berdesus, desus
bergesekan, gesek
berlampang-lampang, lampang
berlima, lima
berdarmawisata, darmawisata
bekertak-kertak, kertak
bercekit, cekit
berlimpap-limpap, limpap
berusak, usak
berolahraga, olahraga
bertirai, tirai
bernaung, naung
berlimpah, limpah
berbuntut, buntut
berlokakarya, lokakarya
berbatasan, batas
berambisi, ambisi
berwukuf, wukuf
berlabel, label
berjulai, julai
berkerut-kerut, kerut
berluk, luk
berinsang, insang
berangguk-angguk, angguk
bermenung-menung, menung
berambal-ambalan, ambal
bergoler, goler
beradioaktif, radioaktif
bergelar, gelar
berkeinginan, ingin
berlipat, lipat
busuknya, busuk
bersasaran, sasar
berenang, renang
berdeham, deham
bergantinya, ganti
berpantaikan, pantai
berkoperasi, koperasi
bertatih-tatih, tatih
berselekeh, selekeh
bercebok, cebok
berkelejat, kelejat
beranggotakan, anggota
bereng-bereng, reng
berselekoh, selekoh
berlumpur, lumpur
bersibaran, sibar
bersuap, suap
berjingkik, jingkik
bersintuk, sintuk
bermasyarakat, masyarakat
berjudi, judi
berupaya, upaya
berkarau, karau
berbicaralah, bicara
bersedekap, sedekap
berkerja, kerja
bundelan, bundel
berbintik-bintik, bintik
berindap-indap, indap
bersungut, sungut
berkota, kota
bertobat, tobat
berpancaran, pancar
bergiwang, giwang
bercocok, cocok
berekan, rekan
berfotosintesis, fotosintesis
berkebetulan, betul
babunya, babu
bertoboh-toboh, toboh
berkelelot, kelelot
bercahaya, cahaya
bersentuhan, sentuh
bantahannya, bantah
berintensitas, intensitas
baluhan, baluh
bertali, tal
berkasnya, berkas
bertura-tura, tura
bersalto, salto
bestelan, bestel
bertampan, tampan
bersundut, sundut
berenam, enam
berlumar, lumar
beragogo, agogo
berbalasan, balas
berkedaulatan, daulat
berentet, rentet
berdeklamasi, deklamasi
beserdih, serdih
beperhatian, hati
berjotos, jotos
bersuatu, suatu
berona, rona
bercuatan, cuat
banyak-banyak, banyak
berbagian, bagi
berkacak, kacak
bercandra, candra
berdwifungsi, dwifungsi
berlaju-laju, laju
berkasur, kasur
berlucu, lucu
baunnya, baun
bergemerlapan, gerlap
belangan, bangan
berkayu, kayu
berulir, ulir
berconteng-conteng, conteng
berpangkat-pangkat, pangkat
bersuku, suku
bukunya, buku
berpiknik, piknik
bertepung, tepung
berkomitmen, komitmen
berizin, izin
belakan, bela
berdentang, dentang
berbini, bin
berbesar, besar
berstruktur, struktur
berlayar, layar
berasian, rasian
bertolak, tolak
berkilauan, kilau
berdedai-dedai, dedai
bermain-main, main
bertekatkan, tekat
berketurunan, turun
berahasia, rahasia
bersinyal, sinyal
bertandingnya, tanding
bangkainya, bangkai
bersepai, sepai
berakurasi, akurasi
bertabur-tabur, tabur
berkawan-kawan, kawan
berharapan, harap
berkerumun, kerumun
berlarik-larik, larik
berurutan, rurut
berspekulasi, spekulasi
berceroteh, ceroteh
bulus-bulus, bulus
berpusat, pusat
berlapis, lap
berasumsi, asumsi
biarkan, biar
berpenetrasi, penetrasi
berpaling, paling
bantah-bantah, bantah
bernyali, nyali
bersanak, sanak
berperilaku, perilaku
bungkuknya, bungkuk
berkhasiatnya, khasiat
berorganisasi, organ
berundak-undak, undak
berawak, awak
bermacam-macam, macam
bersenggat, senggat
berlubang, lubang
bali, bal
berkinerja, kerja
bercadung, cadung
berdakwah, dakwah
berswakarsa, swakarsa
berbelintang, belintang
berkusut-kusut, kusut
berperang-perangan, perang
beraktivitas, aktivitas
berlumas, lumas
berlantasan, lantas
berseran, seran
beraksara, aksara
berdusta, dusta
bergelayutan, gayut
berhembus, hembus
berlari-larian, lari
berkisar-kisar, kisar
beroncet-roncet, roncet
berurat, urat
batuan, batu
berbincang-bincang, bincang
bertara, tara
berasmara, asmara
berjuntaian, juntai
berbilik-bilik, bilik
bercura-cura, cura
bersisa, sisa
berkerabat, kerabat
bergulat, gulat
belawa, bawa
bebali, bebal
berutang, utang
bertukar, tukar
bertekun, tekun
berkemajuan, maju
bersuntingkan, sunting
bersilap, silap
bersambutan, sambut
berdapat, dapat
berderet, deret
berekreasi, rekreasi
bersedih, sedih
bergaul, gaul
berberat, berat
berketur, ketur
berjengkot, jengkot
bertambuh, tambuh
beperkara, perkara
bersemak, semak
berlangir, langir
bersatu, satu
berpasir, pasir
bebercak, bercak
bekernyutan, kernyut
bertarah, tarah
berpenerangan, angan
bermerger, merger
berketuakan, tua
berhantaran, hantar
bersia-sia, sia
beranjangkarya, anjangkarya
berkubah, kubah
berselam, selam
bercumbu, cumbu
berakit, rakit
berakhirkan, akhir
berpeti, pet
bersiut, siut
bertusuk, tusuk
bintangan, bintang
berbutir, butir
bersawah, sawah
buaian, buai
berpengertian, erti
berlatar, latar
bersedu-sedu, sedu
berkunjung-kunjungan, kunjung
berpagut, pagut
bersuai, sua
berasah, asah
berceranggah, ceranggah
berpelitur, pelitur
bergalang, galang
berperawakan, rawa
buahan, buah
bertalun-talun, talun
berpekerti, pekerti
berkulat, kulat
berfosil, fosil
berjingkrak, jingkrak
bermunajat, munajat
berjenjang, jenjang
berangkulan, rangkul
berhajat, hajat
bersambut, sambut
bertikai, tika
berwawanmuka, wawanmuka
bergesek, gesek
bernubuat, nubuat
berbulang, bulang
berdempok, dempok
bersangkak, sangkak
berperangai, perangai
berpantun-pantun, pantun
bermusuh, musuh
bersengkang, sengkang
berlarih-larih, larih
berotasi, rotasi
bersepakat, sepakat
berduyun-duyun, duyun
bertitel, titel
berteriak, teriak
berpayung, payung
bersahabat, sahabat
berkarib, karib
bergeretak, geretak
bertanggam, tanggam
berdalih-dalih, dalih
berkias, kias
berbentrok, bentrok
berjilid, jilid
berbelintangan, bintang
bertuhan, tuhan
berbunga, bunga
berumpama, umpama
berpidana, pidana
bagusan, bagus
bergaruk-garuk, garuk
berpual-pual, pual
berkeris, keris
berkelainan, lain
bertanding, tanding
bersenandung, senandung
berpikiran, pikir
berlilit, lilit
berkoar-koar, koar
berjemur, jemur
berkemampuan, mampu
berajimumpung, ajimumpung
berlingkar, lingkar
bertenung, tenung
bergaung, gaung
berangkap-rangkapan, rangkap
bersistem, sistem
berkeluarga, keluarga
berbenteng, benteng
bidangnya, bidang
bertenggek, tenggek
bermusim, musim
bersanding, sanding
berfoya-foya, foya
berkelun, kelun
bertranslokasi, translokasi
bertepek-tepek, tepek
bertera, tera
bertempel, tempel
berkutat, kutat
berengsaan, rengsa
berhantam, hantam
bertutu, tutu
berkecenderungan, cenderung
bersinar, sinar
bertarang, tarang
bervariasi, variasi
berkipas, kipas
bermalas-malas, malas
belitan, bit
beribarat, ibarat
bergaya, gaya
berlereng, lereng
bercaran, caran
bolehan, boleh
berderang, derang
busur-busur, busur
bersendawa, sendawa
bergelambir, gelambir
berjelejehan, jelejeh
bersemenda, semenda
berupa, upa
bunuh-membunuh, bunuh
berlengkapkan, lengkap
berselibut, selibut
bercengkerama, cengkerama
berdentam, dentam
bergelimun, gelimun
bernaka-naka, naka
berolok, olok
bertingkat, tingkat
bersandiwara, sandiwara
berdelat-delat, delat
berpendamping, damping
berkemu, kemu
beginian, begini
bersewaka, sewaka
berpepatah, pepatah
bidangan, bidang
buat-buatan, buat
berpelayaran, layar
bersertifikat, sertifikat
berinfleksi, infleksi
berkobar-kobar, kobar
berboga, boga
berlegung, legung
berlapuk, lapuk
bersama, sama
berkelongsong, kelongsong
berjumbai, jumbai
berdiet, diet
beridola, idola
bersuap-suapan, suap
berambu, rambu
bersetumpu, tumpu
berakikah, berak
berdenyit, denyit
bersudah, sudah
bersumbar, sumbar
berkelun-kelun, kelun
bertelekan, telekan
bergosok, gosok
bertopik, topik
bergelendot, gelendot
bersesaran, saran
berentetan, rentet
bermanah, manah
bertelempong, telempong
berkutik, kutik
berputar, putar
bertumpak-tumpak, tumpak
biri-biri, bir
berdengung, dengung
berikrar, ikrar
bergelayangan, gelayangan
beragah-agah, agah
berkacau, kacau
berperut, perut
bergayutan, gayut
berteater, teater
bercuit-cuit, cuit
berpendapat, dapat
belang-belang, belang
berbentong-bentong, bentong
bermulut-mulut, mulut
bersusah-susah, susah
bermarkas, markas
berkulimat, kulimat
berjingkrak-jingkrak, jingkrak
berdaya, daya
berseloroh, seloroh
berderetan, deret
bercakar, cakar
berbuku, buku
bergores-gores, gores
berpeluh, peluh
berfitrah, fitrah
bertanya-tanya, tanya
berbinar-binar, binar
berbentol-bentol, bentol
buritan, burit
beriring-iringan, iring
berayun-ayun, ayun
binatok, batok
berkebudayaan, budaya
berkhitan, khitan
bercumbu-cumbuan, cumbu
berkocak-kocak, kocak
bersubang, subang
berkarier, karier
bersepak, sepak
bertransmigrasi, transmigrasi
bersekutu, sekutu
binatangnya, binatang
berbagai-bagai, bagai
berpengharapan, harap
berganda-ganda, ganda
bercangkung, cangkung
berakhiran, akhir
berhulukan, hulu
bersurat, surat
bersehadap, hadap
berduri, dur
berpugak-pugak, pugak
berdetas, detas
bersandarkan, sandar
bahasanya, bahasa
berdomisili, domisili
berulam, ulam
berkecuali, cual
bersukacita, sukacita
bersyahadat, syahadat
berbelian, belian
bersendi, sendi
berhanyut-hanyut, hanyut
bergerobok, gerobok
berkecelaan, cela
berpadanan, padan
berselesa, selesa
berteluk, teluk
bersiakon, siakon
bepercikan, percik
bersusulan, susul
bermastautin, mastautin
berdaging, daging
berpatutan, patut
berselurus, lurus
berpalu-paluan, palu
berbelang, belang
berpematang, pematang
berkoefisien, koefisien
bercantum, cantum
bersungut-sungut, sungut
bersaksi, saksi
bahagialah, bahagia
berlain, lain
berguyub, guyub
bertonjol, tonjol
berjeruji, jeruji
bandingannya, banding
berkompetensi, kompetensi
berpohon, pohon
bercucuran, cucur
